ProjectID,Project,Fuel,Market_Sector,Technology_Prime_Mover,Thermal_Energy_Use,Profile,City,State,CHP_TAP,SystemSize,YearInstalled,NAICS_Code,Status,Comment,,,,,,,
635,General Mills,Biogas,Food Processing,Reciprocating Engine,Process Heat,https://chptap.lbl.gov/profile/85/GeneralMills-Project_Profile.pdf,Murfreesboro,TN,Southeast,1600,2015,311511 Fluid Milk Manufacturing,1,,,,,,,,
636,St. Joseph's Hospital Health Center,Natural Gas,Healthcare,Combustion Turbine,Process Heat | Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/216/StJosephsHospital-Project_Profile.pdf,Syracuse,NY,New York-New Jersey,4600,2014,622110 General Medical and Surgical Hospitals,1,,,,,,,,
637,Albany Medical Center,Natural Gas,Healthcare,Combustion Turbine,Process Heat | Space Heating | Water Heating,https://chptap.lbl.gov/profile/7/AlbanyMedicalCenter-Project_Profile.pdf,Albany,NY,New York-New Jersey,4600,2013,622110 General Medical and Surgical Hospitals,1,,,,,,,,
638,North Carolina State University,Fuel Oil | Natural Gas,District Energy | Universities and Colleges,Combustion Turbine | Steam Turbine,Electricity | Space Cooling | Space Heating | Steam,https://chptap.lbl.gov/profile/168/NCSU_CHP-Project_Profile.pdf,Raleigh,NC,Southeast,17500,2019,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
639,Penn Medicine Princeton Medical Center System,Natural Gas,Healthcare,Combustion Turbine | Renewables Integrated with CHP,Process Heat | Space Cooling | Space Heating,https://chptap.lbl.gov/profile/181/PennMedicine-Project_Profile.pdf,Plainsboro,NJ,New York-New Jersey,4600,2012,622110 General Medical and Surgical Hospitals,1,,,,,,,,
640,"Biomass and Rural Power System Upgrade Fort Yukon, Alaska",Fuel Oil,District Energy,Reciprocating Engine | Renewables Integrated with CHP,Space Heating,https://chptap.lbl.gov/profile/18/FortYukon-Project_Profile.pdf,Fort Yukon,AK,Northwest,2540,2017,921150 American Indian and Alaska Native Tribal Governments,1,,,,,,,,
641,Treasure Valley Family YMCA,Natural Gas,Amusement and Recreation,Reciprocating Engine,Water Heating,https://chptap.lbl.gov/profile/240/TreasureValleyYMCA-Project_Profile.pdf,Boise,ID,Northwest,70,2019,713940 Fitness and Recreational Sports Centers,1,,,,,,,,
642,New University of Alaska Coal-Fueled CHP Plant,Coal,District Energy | Universities and Colleges,Steam Turbine,Space Cooling | Space Heating,https://chptap.lbl.gov/profile/165/UniversityofAlaska-Project_Profile.pdf,Fairbanks,AK,Northwest,17000,2018,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
643,Magic Toyota,Natural Gas,Retail Sales,Reciprocating Engine,Space Heating,https://chptap.lbl.gov/profile/118/MagicToyota-Project_Profile.pdf,Edmonds,WA,Northwest,100,2018,441110 New Car Dealers,1,,,,,,,,
644,Iowa State University,Coal | Fuel Oil | Natural Gas,District Energy | Universities and Colleges ,Steam Turbine,Process Cooling | Process Heat | Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/106/ISU-Project_Profile.pdf,Ames,IA,Central,46000,2016,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
645,The Hamilton Co-op Apartment Building,Natural Gas,Multi-family Housing,Reciprocating Engine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/231/HamiltonCoop-Project_Profile2.pdf,New York,NY,New York-New Jersey,75,2010,813990 Cooperative Owners' Associations,1,,,,,,,,
646,Masonic Village,Natural Gas,Healthcare |Multi-family Housing,Microturbine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/124/MasonicVillage-Project_Profile.pdf,Elizabethtown,PA,Mid-Atlantic,390,2017,623311 Continuing Care Retirement Communities,1,,,,,,,,
647,"Gundersen Health System - Onalaska, Wisconsin Campus",Biogas,Healthcare ,Reciprocating Engine,Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/92/GundersenOnalaska-Project_Profile.pdf,Onalaska,WI,Midwest,1137,2012,622110 General Medical and Surgical Hospitals,1,,,,,,,,
648,Towers Two Housing Complex,Natural Gas,Multi-family Housing,Reciprocating Engine,Water Heating,https://chptap.lbl.gov/profile/237/TowersTwo-Project_Profile.pdf,Rexburg,ID,Northwest,15,2016,531110 Rental Housing,1,,,,,,,,
649,Brigham Young University - Idaho,Fuel Oil | Natural Gas,Universities and Colleges,Combustion Turbine,Space Cooling | Space Heating ,https://chptap.lbl.gov/profile/24/BYUI-Project_Profile.pdf,Rexburg,ID,Northwest,5700,2015,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
650,Union College,Natural Gas,Universities and Colleges,Combustion Turbine, Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/242/UnionCollege-Project_Profile.pdf,Schenectady,NY,New York-New Jersey,1800,2014,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
651,Forest Glen Oaks Dairy,Biogas,Agriculture,Reciprocating Engine,Anaerobic Digester,https://chptap.lbl.gov/profile/80/ForestGlenOaksDairy-Project_Profile.pdf,Dayton,OR,Northwest,370,2010,112120 Dairy Cattle and Milk Production,1,,,,,,,,
652,Missouri River Water Resource Recovery Facility,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,https://chptap.lbl.gov/profile/132/MissouriRiver-Project_Profile1.pdf,Omaha,NE,Central,2850,1985,221320 Sewage Treatment Facilities,1,,,,,,,,
653,"Gundersen Health System - La Crosse, Wisconsin Campus",Biomass,Healthcare ,Steam Turbine,Dehumidification | Space Heating | Steam | Water Heating,https://chptap.lbl.gov/profile/91/GundersenLaCrosse-Project_Profile.pdf,La Crosse,WI,Midwest,400,2013,622110 General Medical and Surgical Hospitals,1,,,,,,,,
654,Gaylord National Resort & Convention Complex,Natural Gas,Hotels,Reciprocating Engine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/84/GaylordNationalHarbor-Project_Profile.pdf,National Harbor,MD,Mid-Atlantic,6000,2018,721110 Hotels and Motels,1,,,,,,,,
655,Sofidel Paper Manufacturing Facility,Natural Gas,Pulp and Paper ,Combustion Turbine,Process Heat,https://chptap.lbl.gov/profile/209/Sofidel-Project_Profile.pdf,Circleville,OH,Midwest,16000,2018,322291 Sanitary Paper Product Manufacturing,1,,,,,,,,
656,F.H. Stoltze Land & Lumber,Biomass,Forest Products,Steam Turbine,Process Heat | Space Heating,https://chptap.lbl.gov/profile/76/FHStoltze-Project_Profile.pdf,Columbia Falls,MT,Upper-West,3750,2013,321113 Sawmills,1,,,,,,,,
657,University of Arkansas,Natural Gas,District Energy | Universities and Colleges,Combustion Turbine,Steam | Water Heating,https://chptap.lbl.gov/profile/244/UofArkansas-Project_Profile.pdf,Fayetteville,AR,Southcentral,5200,2016,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
658,St. Mary's d'Youville Pavilion and Residences,Natural Gas,Healthcare,Reciprocating Engine,Water Heating,https://chptap.lbl.gov/profile/217/StMarysPavilionResidences-Project_Profile.pdf,Lewiston,ME,New England,150,2016,623110 Nursing Care Facilities,1,,,,,,,,
659,Integrated Biomass Energy Center,Biomass,District Energy | Forest Products,Organic Rankine Cycle,Electricity | Process Heat,https://chptap.lbl.gov/profile/105/IBEC-Project_Profile.pdf,Wallowa,OR,Northwest,100,2014,813410 Civic and Social Organizations,1,,,,,,,,
660,Paul L. Bruner Water Pollution Control Plant,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,https://chptap.lbl.gov/profile/179/FtWayneWPCP-Project_Profile.pdf,Fort Wayne,IN,Midwest,800,2015,221320 Sewage Treatment Facilities,1,,,,,,,,
661,Peninsula Regional Medical Center,Natural Gas,Healthcare ,Reciprocating Engine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/180/PRMC-Project_Profile.pdf,Salisbury,MD,Mid-Atlantic,3120,2017,622110 General Medical and Surgical Hospitals,1,,,,,,,,
662,Southwest Wastewater Treatment Plant,Biogas | Natural Gas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,https://chptap.lbl.gov/profile/273/SouthwestWWTP-Project_Profile.pdf,Springfield,MO,Central,2400,2019,221320 Sewage Treatment Facilities,1,,,,,,,,
663,Cosmo Specialty Fibers,Biomass,Pulp and Paper ,Steam Turbine,Process Heat | Space Heating,https://chptap.lbl.gov/profile/274/CosmoSpecialityFibers-Project_Profile.pdf,Cosmopolis,WA,Northwest,17200,1957,322110 Pulp Mills,1,,,,,,,,
664,Lewiston-Auburn Water Pollution Control Authority,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,https://chptap.lbl.gov/profile/275/LAWPCA-Project_Profile.pdf,Lewiston,ME,New England,460,2013,221320 Sewage Treatment Facilities,1,,,,,,,,
665,Hatch Hill Landfill,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Space Heating,https://chptap.lbl.gov/profile/276/HatchHillLandfill-Project_Profile.pdf,Augusta,ME,New England,550,2018,562212 Solid Waste Landfills,1,,,,,,,,
666,Hancock Lumber,Biomass,Forest Products,Steam Turbine,Process Heat | Space Heating,https://chptap.lbl.gov/profile/277/HancockLumber-Project_Profile.pdf,Bethel,ME,New England,300,2017,321113 Sawmills,1,,,,,,,,
667,McKinley Paper Mill,Biomass,Pulp and Paper ,Steam Turbine,Process Heat,https://chptap.lbl.gov/profile/292/McKinleyPaperMill-Project_Profile.pdf,Port Angeles,WA,Northwest,9500,2020,322121 Paper Mills,1,,,,,,,,
668,City of Tucson,Natural Gas,District Energy ,Reciprocating Engine,Space Cooling | Space Heating ,https://chptap.lbl.gov/profile/294/CityofTucson-Project_Profile.pdf,Tucson,AZ,Western,1600,2004,921110 Executive Offices (Public Administration),1,,,,,,,,
669,Doctors Community Hospital,Natural Gas,Healthcare,Reciprocating Engine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/295/DoctorsCommunityHospital-Project_Profile.pdf,Lanham,MD,Mid-Atlantic,1200,2017,622110 General Medical and Surgical Hospitals,1,,,,,,,,
670,Arizona State University,Natural Gas,Universities and Colleges,Combustion Turbine | Steam Turbine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/15/ASU-Project_Profile.pdf,Tempe,AZ,Western,16200,2019,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
671,Hershey Medical Center,Natural Gas,Healthcare,Combustion Turbine,Process Heat | Space Heating | Water Heating,https://chptap.lbl.gov/profile/297/HersheyMedicalCenter-Project_Profile.pdf,Hershey,PA,Mid-Atlantic,7500,2018,622110 General Medical and Surgical Hospitals,1,,,,,,,,
672,Simpson House Senior Services,Natural Gas,Healthcare,Reciprocating Engine,Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/298/SimpsonHouse-Project_Profile.pdf,Philadelphia,PA,Mid-Atlantic,265,2017,623311 Continuing Care Retirement Communities,1,,,,,,,,
673,Bell's Brewery,Biogas,Breweries,Reciprocating Engine,Anaerobic Digester | Water Heating,https://chptap.lbl.gov/profile/299/BellsBrewery-Project_Profile.pdf,Galesburg,MI,Midwest,150,2014,312120 Breweries,1,,,,,,,,
674,Santa Rita Water Reclamation Center,Biogas,Waste and Wastewater Treatment ,Microturbine,Anaerobic Digester ,https://chptap.lbl.gov/profile/300/SantaRita-Project_Profile.pdf,Durango,CO,Upper-West,195,2019,221320 Sewage Treatment Facilities,1,,,,,,,,
675,Erlanger Baroness Hospital,Natural Gas,Healthcare ,Reciprocating Engine,Process Heat | Space Heating,https://chptap.lbl.gov/profile/301/Erlanger-Project_Profile.pdf,Chattanooga,TN,Southeast,8000,2018,622110 General Medical and Surgical Hospitals,1,,,,,,,,
676,Army Aviation Support Facility,Natural Gas,Military Facilities,Reciprocating Engine,Space Heating,https://chptap.lbl.gov/profile/302/ARNGBangor-Project_Profile.pdf,Bangor,ME,New England,75,2015,928110 National Security,1,,,,,,,,
677,University of Massachusetts Amherst Microgrid,Fuel Oil | Natural Gas,District Energy | Universities and Colleges,Combustion Turbine |Renewables Integrated with CHP | Steam Turbine,Space Cooling | Space Heating,https://chptap.lbl.gov/profile/312/UMassAmherst-Project_Profile.pdf,Amherst,MA,New England,16000,2009,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
678,Paseo Real Wastewater Treatment Plant,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester ,https://chptap.lbl.gov/profile/313/PaseoRealWWTP-Project_Profile.pdf,Santa Fe,NM,Southcentral,500,2020,221320 Sewage Treatment Facilities,1,,,,,,,,
679,Louisiana State University,Natural Gas,Universities and Colleges,Combustion Turbine,Space Cooling | Space Heating | Steam,https://chptap.lbl.gov/profile/314/LSU-Project_Profile.pdf,Baton Rouge,LA,Southcentral,20000,2005,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
680,W.R. Grace Curtis Bay Facility,Natural Gas,Manufacturing ,Reciprocating Engine,Process Heat,https://chptap.lbl.gov/profile/315/WRGrace-Project_Profile.pdf,Baltimore,MD,Mid-Atlantic,5000,2019,325998 Other Miscellaneous Chemical Product and Preparation Manufacturing,1,,,,,,,,
681,Alameda County Santa Rita Jail Microgrid,Natural Gas,Public Safety,Fuel Cell,Process Heat | Space Heating,https://chptap.lbl.gov/profile/316/SantaRitaJail-Project_Profile.pdf,Dublin,CA,Western,1400,2016,922140 Correctional Institutions,1,,,,,,,,
682,Fresh Venture Foods,Natural Gas,Food Processing,Reciprocating Engine,Process Cooling | Water Heating,https://chptap.lbl.gov/profile/317/FreshVentureFoods-Project_Profile.pdf,Santa Maria,CA,Western,633,2016,311999 Other Miscellaneous Food Manufacturing,1,,,,,,,,
683,"Hybrid CHP System St. Paul Island, AK",Fuel Oil,District Energy,Reciprocating Engine | Renewables Integrated with CHP,Space Heating,https://chptap.lbl.gov/profile/318/StPaulIsland-Project_Profile.pdf,St. Paul Island,AK,Northwest,300,1999,531312 Nonresidential Property Managers,1,,,,,,,,
684,Boston Scientific Marlborough Campus,Natural Gas,Manufacturing,Reciprocating Engine,Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/325/BostonScientific-Project_Profile.pdf,Marlborough,MA,New England,555,2010,339112 Surgical and Medical Instrument Manufacturing,1,,,,,,,,
685,"Bank of America Tower, One Bryant Park",Natural Gas,Office Buildings and Skyscrapers,Combustion Turbine,Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/326/BankofAmericaTower-Project_Profile.pdf,New York,NY,New York-New Jersey,4600,2010,531312 Nonresidential Property Managers,1,,,,,,,,
686,Salt Lake Community College Jordan Campus,Natural Gas,Universities and Colleges,Microturbine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/327/SLCC-Project_Profile.pdf,West Jordan,UT,Upper-West,130,2019,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
687,AstraZeneca's Gaithersburg Campus,Natural Gas,Laboratories,Reciprocating Engine,Process Heat | Space Cooling | Space Heating,https://chptap.lbl.gov/profile/328/AstraZeneca-Project_Profile.pdf,Gaithersburg,MD,Mid-Atlantic,5000,2016,"541715 Research and Development in the Physical, Engineering, and Life Sciences",1,,,,,,,,
688,Marine Corps Air Ground Combat Center,Fuel Oil | Natural Gas | Propane,Military Facilities,Combustion Turbine,Space Cooling | Space Heating,https://chptap.lbl.gov/profile/338/MCAGCC-Project_Profile.pdf,Twentynine Palms,CA,Western,16400,2003,928110 National Security,1,,,,,,,,
689,Penn State East Campus Power Plant Expansion,Natural Gas,Universities and Colleges,Combustion Turbine,Space Heating | Steam,https://chptap.lbl.gov/profile/339/PSUEastCampus-Project_Profile.pdf,University Park,PA,Mid-Atlantic,8000,2010,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
690,Essex Junction WWTF,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,https://chptap.lbl.gov/profile/354/EssexJunction-Project_Profile.pdf,Essex Junction,VT,New England,150,2015,221320 Sewage Treatment Facilities,1,,,,,,,,
691,D.C. Water Blue Plains AWTP,Biogas,Waste and Wastewater Treatment ,Combustion Turbine,Process Heat,https://chptap.lbl.gov/profile/355/BluePlains-Project_Profile.pdf,Washington,DC,Mid-Atlantic,14000,2015,221320 Sewage Treatment Facilities,1,,,,,,,,
692,University of California San Diego Microgrid,Natural Gas,Universities and Colleges,Combustion Turbine |Renewables Integrated with CHP | Steam Turbine,Electricity | Space Cooling | Water Heating,https://chptap.lbl.gov/profile/356/UCSDMicrogrid-Project_Profile.pdf,San Diego,CA,Western,30000,2001,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
693,Philadelphia Water Department (PWD),Biogas | Natural Gas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,https://chptap.lbl.gov/profile/358/PWD-Project_Profile.pdf,Philadelphia,PA,Mid-Atlantic,5600,2013,221320 Sewage Treatment Facilities,1,,,,,,,,
694,Glenbard Wastewater Authority,Biogas | Natural Gas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester,https://chptap.lbl.gov/profile/359/Glenbard-Project_Profile.pdf,Glen Ellyn,IL,Midwest,750,2016,221320 Sewage Treatment Facilities,1,,,,,,,,
695,PSECU,Natural Gas,Data Centers | Office Buildings and Skyscrapers,Microturbine,Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/364/PSECU-Project_Profile.pdf,Harrisburg,PA,Mid-Atlantic,800,2013,522130 Credit Unions,1,,,,,,,,
697,National Centers for Animal Health,Natural Gas,Laboratories,Combustion Turbine,Process Heat | Space Cooling | Space Heating,https://chptap.lbl.gov/profile/366/NCAH-Project_Profile.pdf,Ames,IA,Central,3500,2007,"541715 Research and Development in the Physical, Engineering, and Life Sciences",1,,,,,,,,
698,Trenton Biogas Facility,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester,https://chptap.lbl.gov/profile/367/TrentonBiogas-Project_Profile.pdf,Trenton,NJ,New York-New Jersey,3400,2019,562219 Other Non-hazardous Waste Treatment and Disposal,1,,,,,,,,
699,Indianapolis Gatorade Facility,Natural Gas,Food Processing,Reciprocating Engine,Process Heat,https://chptap.lbl.gov/profile/368/IndianapolisGatorade-Project_Profile.pdf,Indianapolis,IN,Midwest,3600,2019,312111 Soft Drink Manufacturing,1,,,,,,,,
700,Rivercross Co-op,Natural Gas,Multi-family Housing,Reciprocating Engine,Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/427/Rivercross-Project_Profile.pdf,Roosevelt Island,NY,New York-New Jersey,400,2019,813990 Cooperative Owners' Associations,1,,,,,,,,
701,Procter & Gamble,Biomass,Pulp and Paper ,Steam Turbine,Process Heat,https://chptap.lbl.gov/profile/428/ProcterGamble-Project_Profile.pdf,Albany,GA,Southeast,54000,2017,322291 Sanitary Paper Product Manufacturing,1,,,,,,,,
702,Lake Otis Professional and Medical Center,Natural Gas,Healthcare ,Microturbine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/429/LakeOtis-Project_Profile.pdf,Anchorage,AK,Northwest,130,2019,621111 Offices of Physicians,1,,,,,,,,
703,Whiskey & Ramen Restaurant,Natural Gas,Retail Sales,Microturbine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/431/WhiskeyAndRamen-Project_Profile.pdf,Anchorage,AK,Northwest,65,2021,722511 Full-Service Restaurants,1,,,,,,,,
704,Harpoon Brewery,Natural Gas,Breweries,Reciprocating Engine,Process Heat,https://chptap.lbl.gov/profile/432/HarpoonBrewery-Project_Profile.pdf,Boston,MA,New England,250,2012,312120 Breweries,1,,,,,,,,
705,Oregon State University Energy Center,Fuel Oil | Natural Gas,Universities and Colleges,Combined Cycle Gas Turbine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/433/OSUEnergyCenter-Project_Profile.pdf,Corvallis,OR,Northwest,7500,2010,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
706,Ford Motor Company Research and Engineering Center,Natural Gas,Manufacturing ,Combustion Turbine | Steam Turbine,Space Heating | Water Heating | Steam,https://chptap.lbl.gov/profile/434/FordREC-Project_Profile.pdf,Dearborn,MI,Midwest,34000,2019,336111 Automotive Manufacturing,1,,,,,,,,
707,Carolina Poultry Power,Biomass,Agriculture | Food Processing,Steam Turbine,Electricity | Process Heat,https://chptap.lbl.gov/profile/437/CarolinaPoultryPower-Project_Profile.pdf,Farmville,NC,Southeast,1740,2019,562219 Other Non-hazardous Waste Treatment and Disposal,1,,,,,,,,
708,Clemson University Duke Energy,Hydrogen | Natural Gas,Universities and Colleges,Combined Cycle Gas Turbine,Electricity | Steam | Water Heating,https://chptap.lbl.gov/profile/438/ClemsonUniversityDukeEnergy-Project_Profile.pdf,Clemson,SC,Southeast,17800,2020,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
709,POET Bioproducts & Macon Municipal Utilities,Natural Gas,Ethanol Plants | Utilities,Combustion Turbine,Steam,https://chptap.lbl.gov/profile/439/PoetMacon-Profile.pdf,Macon,MO,Central,10000,2003,325193 Ethyl Alcohol Manufacturing,1,,,,,,,,
710,Taylor Farms,Natural Gas,Food Processing,Reciprocating Engine | Renewables Integrated with CHP,Process Cooling,https://chptap.lbl.gov/profile/440/TaylorFarms-Profile.pdf,Gonzales,CA,Western,2000,2017,424480 Fresh Fruit and Vegetable Merchant Wholesalers,1,,,,,,,,
711,Pacific Coast Producers,Natural Gas,Food Processing,Steam Turbine,Steam,https://chptap.lbl.gov/profile/441/PacificCoastProducers-Profile.pdf,Woodland,CA,Western,2500,2019,311421 Fruit and Vegetable Canning,1,,,,,,,,
712,"MultiCare Good Samaritan Hospital, Puyallup, WA",Natural Gas,Healthcare,Reciprocating Engine,Space Heating | Steam | Water Heating,https://chptap.lbl.gov/profile/442/MultiCareGoodSamaritan-Profile.pdf,Puyallup,WA,Northwest,2000,2020,622110 General Medical and Surgical Hospitals,1,,,,,,,,
713,Molson Coors,Natural Gas,Breweries,Steam Turbine,Process Cooling | Process Heat | Steam,https://chptap.lbl.gov/profile/443/MolsonCoors-Profile.pdf,Golden,CO,Upper-West,20000,1930,312120 Breweries,1,New profile; Replaced MillerCoors,,,,https://chptap.lbl.gov/profile/128/MillerCoors-Project_Profile.pdf,,,
714,Katz Jewish Community Center,Natural Gas,Child Day Care Services | Child and Youth Services,Reciprocating Engine,Dehumidification | Space Heating | Water Heating,https://chptap.lbl.gov/profile/444/KatzJCC-Profile.pdf,Cherry Hill,NJ,New York-New Jersey,146,2020,624110 Child and Youth Services | 624410 Child Day Care Services,1,New profile; New Market Sectors and new NAICS Codes,,,,,,,
