Utility_Name,Wastewater_Reclamation_Facility,Facility_Street_Address,City,State,Year_Data_Provided_by_Utility,Latitude,Longitude,Reclaimed_Water_Type
Marion Co. Utilities,Oak Run WRF,State Road 200 & Cr 484 T,Ocala,FL,2012,29.2,-82.07,Golf Course Irrigation
Marion Co. Utilities,Summerglen WWTF,Sw 152Nd Lane,Ocala,FL,2012,29.12,-82,Golf Course Irrigation
City of Ocoee,Ocoee WWTF #2,1800 A.D. Mims Rd,Ocoee,FL,2012,28.59,-81.51,Golf Course Irrigation|Residential
City of Ocoee,Orlando-Mcleod Road WRF,17498 Mackinney Road,Ocoee,FL,2012,28.59,-81.51,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
JEA,Nassau Regional WRF,Sr-200 (A-1-A) @ Chester Road,O'Neal,FL,2012,30.32,-81.68,Golf Course Irrigation|Industrial
Clay Co. Utility Authority,Fleming Island Regional WWTF,1770 Radar Road,Orange Park,FL,2012,30.11,-81.72,Golf Course Irrigation|Residential
Clay Co. Utility Authority,Fleming Oaks WWTF,1770 Radar Road,Orange Park,FL,2012,30.11,-81.72,Golf Course Irrigation|Residential
Clay Co. Utility Authority,CCUA-Ridaught Landing WWTF,1770 Radar Road,Orange Park,FL,2012,30.11,-81.72,Golf Course Irrigation|Residential
Clay Co. Utility Authority,CCUA-Miller Street WWTP,4145-1 Savannah Glen Drive,Orange Park,FL,2012,30.17,-81.75,Golf Course Irrigation|Residential
Clay Co. Utility Authority,CCUA-Spencer WWTP,4145-1 Savannah Glen Drive,Orange Park,FL,2012,30.17,-81.75,Golf Course Irrigation|Residential
City of Orlando,Water Conserv I WRF,11401 Boggy Creek Road,Orlando,FL,2012,28.41,-81.34,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
"Florida Utility Group, LLC",Fairways Country Club WRF,14205 East Colonial Drive,Orlando,FL,2012,28.59,-81.19,Golf Course Irrigation
Orange Co. Utilities Dept,OCUD-Eastern WRF,1621 South Alafaya Trail,Orlando,FL,2012,28.54,-81.2,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
Orange Co. Utilities Dept,OCUD-South WRF,4760 W. Sand Lake Road,Orlando,FL,2012,28.45,-81.44,Commercial|Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
Utility Partners LLC,Wedgefield WWTF,3100 Bancroft Blvd,Orlando,FL,2012,28.5,-81.08,Golf Course Irrigation
City of Ormond Beach,Ormond Beach WWTF,550 North Orchard Street,Ormond Beach,FL,2012,29.29,-81.07,Golf Course Irrigation|Municipal and Public Areas|Residential
Finley Engineering Group,Plantation Bay WWTF,"Old Dixie Highwy, West Of Us-1",Ormond Beach,FL,2012,29.29,-81.17,Golf Course Irrigation
Tohopekaliga Water Authority,Toho-Poinciana Industrial Park #1,West Mclane Boulevard,Osceola County,FL,2010,28.3,-81.42,Municipal and Public Areas
"Alafaya Utilities, Inc.",Oviedo WRF,1067 Mckinnon Rd,Oviedo,FL,2012,28.64,-81.19,Golf Course Irrigation|Residential
City Of Orlando,Iron Bridge WRF,601 Iron Bridge Cir,Oviedo,FL,2012,28.62,-81.22,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
"Florida Utility Group, LLC",Palm Valley Mhc WWTF,3700 Palm Valley Circle,Oviedo,FL,2012,28.62,-81.2,Municipal and Public Areas|Residential
Pace WasteWRF,"Pace Water System, Inc. WWTF",Hwy 197A,Pace,FL,2012,30.67,-87.2,Golf Course Irrigation|Residential
City of Palatka,City Of Palatka WRF,"Route 3, Box 129, Lundy Road",Palatka,FL,2012,29.72,-81.69,Golf Course Irrigation|Municipal and Public Areas
City of Palm Bay Utilities,Palm Bay WRF,1103 Troutman Blvd Ne,Palm Bay,FL,2012,28.02,-80.6,Industrial|Municipal and Public Areas|Residential
"Davis Enterprises of South Florida, Inc.",Piper's Landing,4001 Sw Mapp Rd,Palm City,FL,2012,27.16,-80.27,Golf Course Irrigation
City of Palm Coast,Palm Coast WWTF,2 Utility Drive,Palm Coast,FL,2012,29.55,-81.21,Golf Course Irrigation|Municipal and Public Areas|Residential
Dunes CDD,Dunes CDD WWTF,101 Jungle Hut Road,Palm Coast,FL,2012,29.58,-81.29,Golf Course Irrigation|Residential
Pinellas Co. Utilities,Clearwater-Northeast AWWTF,4100 Douglas St,Palm Harbor,FL,2012,28.15,-82.76,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
Pinellas Co. Utilities,Oldsmar WRF,4100 Douglas St,Palm Harbor,FL,2012,28.15,-82.76,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
Pinellas Co. Utilities,William E. Dunn WRF,4100 Douglas St,Palm Harbor,FL,2012,28.15,-82.76,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
City of Palmetto,Palmetto WWTF,1310 28Th Ave West,Palmetto,FL,2012,27.52,-82.6,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
Bay Co. Board of Commissioners,Military Point Regional AWT Facility,100 Lagoon Rd.,Panama City,FL,2012,30.03,-85.51,Golf Course Irrigation|Industrial
"Sandy Creek Utility Services, Inc.",Sandy Creek Ranch WRF,2405 County Road 2297,Panama City,FL,2012,30.11,-85.49,Golf Course Irrigation
City of Panama City Beach,Panama City Beach WRF,206 North Gulf Blvd.,Panama City Beach,FL,2012,30.21,-85.85,Industrial|Municipal and Public Areas|Residential
Emerald Coast Utilities Authority,ECUA-Bayou Marcus WRF,3050 Fayal Drive,Pensacola,FL,2012,30.44,-87.33,Industrial
Emerald Coast Utilities Authority,ECUA-Main Street WWTP,401 W. Government St.,Pensacola,FL,2012,30.41,-87.22,Industrial
Emerald Coast Utilities Authority,ECUA-Pensacola Beach WRF,Avenida 10 And Via Deluna Drive,Pensacola Beach,FL,2012,30.34,-87.12,Industrial|Municipal and Public Areas
Englewood WD,Englewood WWTF,140 Telman Road,Placiada,FL,2012,26.89,-82.27,Golf Course Irrigation|Industrial|Residential
City of Plant City,Plant City WRF,705 North Alexander Street,Plant City,FL,2012,28.02,-82.14,Industrial|Municipal and Public Areas|Residential
Equity LifeStyle Properties,Country Meadows/Golden Lakes WRF,723 Sam Allen Road,Plant City,FL,2012,28.05,-82.13,Golf Course Irrigation
City of Plantation,Plantation Regional WWTF,6500 Nw 11Th Place,Plantation,FL,2012,26.11,-80.23,Industrial
Tohopekaliga Water Authority,Toho-Poinciana WWTP #2,601 South Country Club Road,Poinciana,FL,2012,28.09,-81.44,Golf Course Irrigation|Municipal and Public Areas|Residential
Tohopekaliga Water Authority,Toho-Poinciana WWTP #3,601 South Country Club Road,Poinciana,FL,2012,28.09,-81.44,Golf Course Irrigation|Municipal and Public Areas|Residential
Tohopekaliga Water Authority,Toho-Poinciana WWTP #5,601 South Country Club Road,Poinciana,FL,2012,28.09,-81.44,Golf Course Irrigation|Municipal and Public Areas|Residential
Broward Co. North Regional Wastewater Treatment,North Regional WRF,2401 N Powerline Road,Pompano Beach,FL,2012,26.26,-80.15,Industrial|Municipal and Public Areas
City of Pompano Beach,Pompano Beach Reuse Facility,1801 N. Federal Hwy,Pompano Beach,FL,2012,26.25,-80.1,Golf Course Irrigation|Residential
JEA,Ponce De Leon WRF,3152 S Ponte Vedra Blvd,Ponte Vedra Beach,FL,2010,30.16,-81.36,Golf Course Irrigation|Industrial
JEA,Ponte Vedra WWTF,200 State Road A1A,Ponte Vedra Beach,FL,2012,30.24,-81.39,Golf Course Irrigation
St. Johns Co. Utilities,Marsh Landing WWTF,166 Marsh Cove Drive,Ponte Vedra Beach,FL,2012,30.25,-81.39,Golf Course Irrigation
St. Johns Co. Utilities,Players Club South WRF,5250 Palm Valley Road,Ponte Vedra Beach,FL,2012,30.19,-81.38,Golf Course Irrigation
St. Johns Co. Utilities,Sawgrass WWTF,10042 Sawgrass Drive West,Ponte Vedra Beach,FL,2012,30.19,-81.38,Golf Course Irrigation
Charlotte Co. Utilities,East Port WRF,25550 Harbor View Road Unit 1,Port Charlotte,FL,2012,26.97,-82.03,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
Charlotte Co. Utilities,West Port WRF,15005 Cattle Dock Point Road,Port Charlotte,FL,2012,26.94,-82.21,Golf Course Irrigation|Municipal and Public Areas
"Severn Trent Environmental Services, Inc.",Riverwood Utilities WWTP,4100 Riverwood Drive,Port Charlotte,FL,2012,26.98,-82.22,Golf Course Irrigation
"Severn Trent Environmental Services, Inc.",Riverwoods Utilities WWTP,4100 Riverwood Drive,Port Charlotte,FL,2010,26.98,-82.22,Golf Course Irrigation
City of Port Orange,Port Orange WRF,817 Oak Street,Port Orange,FL,2012,29.14,-80.99,Residential
Martin Co. Utilities,Tropical Farms WRF,Inez Way,Port Salerno,FL,2012,27.15,-80.2,Golf Course Irrigation|Municipal and Public Areas|Residential
Martin Co. Utilities,Tropical Farms WRF,Inez Way,Port Salerno,FL,2010,27.15,-80.2,Golf Course Irrigation|Municipal and Public Areas|Residential
"Brevard Co., Utility Services",BCUD-Port St. John WWTF,3710 Juanita Street At Carole Drive,Port St John,FL,2012,28.47,-80.82,Municipal and Public Areas
City of Port St. Lucie,Westport WRF,Darwin Blvd And Feldman St,Port St Lucie,FL,2012,27.3,-80.3,Golf Course Irrigation
City of Port St. Lucie,Southport WRF,Sunshine Ave & Pine Valley St,Port St. Lucie,FL,2012,27.3,-80.3,Golf Course Irrigation|Residential
Charlotte Correctional Institution,Charlotte Correctional Institution WRF,33123 Oil Well Road,Punta Gorda,FL,2012,26.81,-81.91,Commercial
Charlotte Co. Utilities,Burnt Store WRF,17430 Burnt Store Road,Punta Gorda,FL,2012,26.77,-82.04,Municipal and Public Areas
CH2M HILL OMI,City Of Quincy WRF,300 N G.F.& A Drive,Quincy,FL,2012,30.52,-84.67,Industrial
City of Rockledge,Jerry Sellers WRF,1700 Jack Oates Road,Rockledge,FL,2012,28.33,-80.72,Commercial|Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
City of Rockledge,Rockledge WWTF,1700 Jack Oates Road,Rockledge,FL,2012,28.33,-80.72,Golf Course Irrigation|Industrial|Residential
Charlotte Co. Utilities,Rotonda West WWTF,3740 Kendall Road,Rotonda West,FL,2012,26.89,-82.27,Golf Course Irrigation|Residential
Hillsborough Co. WRS,Falkenburg Road WRF,520 Teco Rd,Ruskin,FL,2012,27.73,-82.39,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
Hillsborough Co. WRS,South Co. Regional WWTP,520 Teco Rd,Ruskin,FL,2012,27.73,-82.39,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
Hillsborough Co. WRS,Valrico AWWTP,520 Teco Rd,Ruskin,FL,2012,27.73,-82.39,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
City of Sanford,North WWTF,1201 West Seminole Boulevard,Sanford,FL,2012,28.82,-81.28,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
City of Sanford,South WRF #2,1201 West Seminole Boulevard,Sanford,FL,2012,28.82,-81.28,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
Seminole Co. Env. Services,Northwest WRF,501 Yankee Lake Road (State Road 46),Sanford,FL,2012,28.81,-81.32,Golf Course Irrigation|Municipal and Public Areas|Residential
City of Sanibel,Donax WRF,930 Donax Street,Sanibel,FL,2012,26.44,-82.05,Golf Course Irrigation|Industrial|Residential
Regional Utilities of Walton Co.,Point Washington WWTP,South Side Of U.S. Hwy 98,Santa Rosa Beach,FL,2012,30.36,-86.18,Golf Course Irrigation
Regional Utilities of Walton Co.,Seacrest WWTP,South Side Of U.S. Hwy 98,Santa Rosa Beach,FL,2012,30.36,-86.18,Golf Course Irrigation
"Aqua Utilities Florida, Inc.",Fruitville WWTP,1616 Wendel Kent Road,Sarasota,FL,2012,27.34,-82.35,Commercial|Golf Course Irrigation
Camelot Utilities,Camelot Lakes WRF,5580 Axminster Dr,Sarasota,FL,2012,27.27,-82.45,Municipal and Public Areas
City of Sarasota,Sarasota AWWTP,1850 12Th Street,Sarasota,FL,2012,27.35,-82.53,Golf Course Irrigation|Municipal and Public Areas|Residential
Sarasota Co. Environmental Services,Atlantic/Brentwood WRF,7905 South Mcintosh Road,Sarasota,FL,2010,27.22,-82.48,Commercial|Golf Course Irrigation|Municipal and Public Areas|Residential
Sarasota Co. Environmental Services,Bee Ridge WRF,7905 South Mcintosh Road,Sarasota,FL,2012,27.22,-82.48,Commercial|Golf Course Irrigation|Municipal and Public Areas|Residential
Sarasota Co. Environmental Services,Central/North Sarasota Regional Reuse System,7905 South Mcintosh Road,Sarasota,FL,2012,27.22,-82.48,Commercial|Golf Course Irrigation|Municipal and Public Areas|Residential
City of Sebring,City Of Sebring WRF,4200 Cemetary Road,Sebring,FL,2012,27.51,-81.42,Industrial
City of Sebring,Western Blvd WWTP,4200 Cemetary Road,Sebring,FL,2012,27.51,-81.42,Industrial
"Fiddlesticks Country Club, Inc.",Fiddlesticks Country Club WRF,15527 Fiddlesticks Blvd.,South Fort Myers,FL,2012,26.52,-81.81,Golf Course Irrigation
Hernando Co. Utilities Dept,Spring Hill WWTF,2514 Osowaw Blvd,Spring Hill,FL,2012,28.45,-82.65,Golf Course Irrigation
City of St. Augustine,St. Augustine WWTF #1,501 Riberia Street,St Augustine,FL,2012,29.88,-81.31,Industrial
City of St. Cloud,Southside #2 WWTF,2800 Lakeshore Boulevard,St Cloud,FL,2012,28.26,-81.3,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
City of St. Petersburg,Albert Whitted WRF,1635 3Rd Ave N,St Petersburg,FL,2012,27.77,-82.66,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
City of St. Petersburg,Northeast WRF,1635 3Rd Ave N,St Petersburg,FL,2012,27.77,-82.66,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
City of St. Petersburg,Northwest WRF,1635 3Rd Ave N,St Petersburg,FL,2012,27.77,-82.66,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
City of St. Petersburg,Southwest WRF,1635 3Rd Ave N,St Petersburg,FL,2012,27.77,-82.66,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
Pinellas Co. Utilities,South Cross Bayou WRF,5900 74Th St N,St Petersburg,FL,2012,27.82,-82.74,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
Saint Johns Co. Utility,SR16 WWTP,3000 Industry Center Road,St. Augustine,FL,2012,29.91,-81.38,Golf Course Irrigation
St. Johns Co. Utilities,Anastasia Island WWTF,860 W. 16Th St.,St. Augustine,FL,2012,29.86,-81.29,Golf Course Irrigation
Lee Co. Utilities,Pine Island WWTF,6928 Stringfellow Road,St. James City,FL,2012,26.56,-82.1,Residential
"Severn Trent Environmental Services, Inc.",South Hutchinson Island WRF,South Ocean Drive,St. Lucie County,FL,2012,27.25,-80.39,Residential
St. Lucie West Services District,"St. Lucie West Utilities, Inc.",450 Sw Utility Drive,St. Lucie West,FL,2012,27.31,-80.39,Golf Course Irrigation|Residential
"Southern Water Services, LLC",St. Marks WWTF,Magnolia Street,St. Marks,FL,2012,30.16,-84.21,Industrial
City of Starke,City Of Starke WRF,602 Edwards Road,Starke,FL,2012,29.94,-82.11,Industrial
City of Stuart,City Of Stuart WWTF,301 Se Stypmann Blvd,Stuart,FL,2012,27.2,-80.25,Municipal and Public Areas
Martin Co. Utilities,Indian River Plantation WRF,660 N.E. Ocean Blvd,Stuart,FL,2012,27.21,-80.18,Golf Course Irrigation
Martin Co. Utilities,Miles Grant Condo WWTF,5481 Miles Grant Road,Stuart,FL,2012,27.15,-80.18,Golf Course Irrigation
Sailfish Point Utilities Corp.,Sailfish Point WWTF,6929 Se North Marina Way,Stuart,FL,2012,27.18,-80.16,Golf Course Irrigation
Marion Co. Utilities,Stonecrest WWTF,115Th Terrance Road,Summerfield,FL,2012,29,-82.04,Golf Course Irrigation
City of Tallahassee,Lake Bradford WWTF,3805 B Springhill Road,Tallahassee,FL,2010,30.38,-84.51,Municipal and Public Areas
City of Tallahassee,T.P. Smith WWTF,3805 B Springhill Road,Tallahassee,FL,2012,30.38,-84.51,Municipal and Public Areas
6th Civil Engineer Squadron,MacDill AFB WWTP,8208 Hanger Loop Drive,Tampa,FL,2012,27.85,-82.49,Golf Course Irrigation
City of Tampa,Howard F. Curren AWTP,2700 Maritime Point,Tampa,FL,2012,27.92,-82.44,Industrial|Municipal and Public Areas|Residential
Hillsborough Co. WRS,Dale Mabry AWWTP,10890 South Mobley Road,Tampa,FL,2012,28.08,-82.61,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
Hillsborough Co. WRS,Northwest WRF,10890 South Mobley Road,Tampa,FL,2012,28.08,-82.61,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
Hillsborough Co. WRS,River Oaks AWWTP,10890 South Mobley Road,Tampa,FL,2012,28.08,-82.61,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
Hillsborough Co. WRS,Van Dyke WWTP,10890 South Mobley Road,Tampa,FL,2012,28.08,-82.61,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
"Pluris Pebble Creek, Inc.",Pebble Creek WWTF,10210 Regents Park Dr.,Tampa,FL,2012,28.16,-82.35,Golf Course Irrigation|Municipal and Public Areas
City of Tarpon Springs,Tarpon Springs WWTF,201 East Pine Street,Tarpon Springs,FL,2012,28.15,-82.75,Commercial|Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
City of Titusville,North-Osprey WRF,1105 Buffalo Road,Titusville,FL,2012,28.62,-80.82,Golf Course Irrigation|Municipal and Public Areas|Residential
The Great Outdoors CDA,The Great Outdoors RV/Golf Resort WRF,311 Raccoon Road,Titusville,FL,2012,28.51,-80.86,Golf Course Irrigation|Residential
The Great Outdoors CDA,Titusville South-Blue Heron WRF,311 Raccoon Road,Titusville,FL,2012,28.51,-80.86,Golf Course Irrigation|Municipal and Public Areas|Residential
City of Umatilla,Umatilla WWTF,700 Golden Gem Drive,Umatilla,FL,2012,28.96,-81.7,Industrial
Palm Beach Co. Water Utilities,Southern Regional WWTP,12751 Hagen Ranch Road,Unincorporated Palm Beach County,FL,2012,26.7,-80.04,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
Sarasota Co. Environmental Services,Venice Gardens WRF,375 Venice East Blvd.,Venice,FL,2012,27.07,-82.38,Golf Course Irrigation|Residential
City of Vero Beach,Vero Beach WWTF,Indian River Blvd & 17 Street,Vero Beach,FL,2012,27.63,-80.38,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
Indian River Co.,IRCUD-Blue Cypress WRF,8405 8Th Street,Vero Beach,FL,2012,27.62,-80.5,Golf Course Irrigation
Indian River Co.,IRCUD-Central WWTF,8405 8Th Street,Vero Beach,FL,2012,27.62,-80.5,Golf Course Irrigation
Indian River Co.,IRCUD-South Regional WWTF,8405 8Th Street,Vero Beach,FL,2012,27.62,-80.5,Golf Course Irrigation
Indian River Co.,IRCUD-West Regional WWTF,8405 8Th Street,Vero Beach,FL,2012,27.62,-80.5,Golf Course Irrigation
City of Wuachula,City Of Wuachula Of WWTP,155 Griffen Road,Wauchula,FL,2012,27.55,-81.8,Industrial
Village of Wellington,Wellington WWTP,11860 Pierson Road,Wellington,FL,2010,26.64,-80.27,Municipal and Public Areas
Veolia Water N.A. - South,Ray Bullard WRF,1415 Henry Ave.,West Melbourne,FL,2012,28.07,-80.65,Residential
ECR WRF,East Central Regional WWTP,4325 Haverhill Road North,West Palm Beach,FL,2012,26.75,-80.12,Industrial
Palm Beach Co. Water Utilities,Century Village-Reclaimed Water Production Facility,2969 Northhampton Street,West Palm Beach,FL,2012,26.72,-80.12,Residential
City of Wildwood,City Of Wildwood WWTF,1290 Industrial Drive,Wildwood,FL,2012,28.86,-82.05,Golf Course Irrigation|Municipal and Public Areas
City of Winter Garden,Winter Garden WWTF,Po Box 771005,Winter Garden,FL,2012,28.57,-81.59,Golf Course Irrigation|Residential
City of Winter Haven,Winter Haven #2 WWTF,3190 Lake Conine Dr W,Winter Haven,FL,2012,28.06,-81.73,Commercial|Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
City of Winter haven,Winter Haven #3 WWTF,4400 Pollard Road,Winter Haven,FL,2012,27.97,-81.71,Industrial
City of Winter Park,Winter Park WWTF,2655 Bongart Road,Winter Park,FL,2012,28.61,-81.31,Golf Course Irrigation|Industrial|Municipal and Public Areas
City of Winter Springs,West WRF,1000 West Sr-434,Winter Springs,FL,2012,28.7,-81.32,Residential
City of Winter Springs,East WRF,1560 Winter Springs Blvd.,Winter Springs,FL,2012,28.67,-81.24,Golf Course Irrigation|Municipal and Public Areas|Residential
City of Zephyrhills,City Of Zephyrhills WRF,39825 Alston Avenue,Zephryhills,FL,2012,28.22,-82.16,Golf Course Irrigation|Industrial|Municipal and Public Areas|Residential
City of Henderson,Kurt R. Segler WRF,450 East Galleria Drive,Henderson,NV,2012,36.13,-114.96,Municipal and Public Areas
Clark Co. Water Reclamation District,Central and AWT Facilities,5857 E. Flamingo Road,Las Vegas,NV,2012,36.11,-115.05,Industrial|Municipal and Public Areas
Las Vegas Valley WD,Desert Breeze Recycled WDS,8320 W. Flamingo Road,Las Vegas,NV,2012,36.11,-115.27,Municipal and Public Areas
Las Vegas Valley WD,Durango Hills Recycled WDS,3271 N. Durango Drive,Las Vegas,NV,2012,36.23,-115.29,Municipal and Public Areas
City of Amarillo,Hollywood Road WWTF,3700 S.E. Loop 335,Amarillo,TX,2010,35.12,-101.88,Industrial
City of Amarillo,River Road WWTF,126000 Reclamation Plant Rd.,Amarillo,TX,2010,35.21,-101.84,Industrial
Travis Co. WC&ID #17,Flintrock WWRP,2200 Lohmans Spur Rd,Austin,TX,2010,30.38,-97.95,Municipal and Public Areas
Travis Co. WC&ID #17,Steiner WWRP,3315 1/2 A Quinlan Park Rd.,Austin,TX,2010,30.38,-97.89,Municipal and Public Areas
City of Azle,Ash Creek WWTP,816 Park Street,Azle,TX,2010,32.89,-97.53,Municipal and Public Areas
Cibolo Creek Municipal Authority,OJR WRF,12423 Authority Ln,Cibolo,TX,2010,29.57,-98.22,Municipal and Public Areas
City of Copperas Cove,Northeast WWTP,1203 Golf Course Road,Copperas Cove,TX,2010,31.25,-98.1,Municipal and Public Areas
City of Crandall,Crandall WWTP,153 1/2 Buffalo Creek Road,Crandal,TX,2010,32.62,-96.45,Municipal and Public Areas
City of Dallas,Dallas Central WWTP,1020 Sargent Road,Dallas,TX,2010,32.74,-96.78,Municipal and Public Areas
Trinity River Authority,TRA Central WWTP,6500 Singleton Blvd.,Dallas,TX,2010,32.78,-96.92,Municipal and Public Areas
El Paso Water Utilities,Northwest Treatment Plant,701 Executive Center Boulevard,El Paso,TX,2010,31.79,-106.52,Industrial
El Paso Water Utilities,Fred Hervey WRP,11700 Railroad Drive,El Paso,TX,2010,31.95,-106.36,Commercial|Industrial
El Paso Water Utilities,Roberto R. Bustamante WWTF,10001 Southside Rd.,El Paso,TX,2010,31.66,-106.32,Commercial
North Texas MWD,Stewart Creek West WRF,5100 Fourth Army Memorial Rd.,Frisco,TX,2010,33.15,-96.86,Municipal and Public Areas
City of Gainesville,Gainesville WWTP,1801 South Weaver Street,Gainesville,TX,2010,33.64,-97.15,Municipal and Public Areas
City of Houston,Kingwood Central WWTP,3928 Kingwood Drive,Houston,TX,2010,30.05,-95.19,Municipal and Public Areas
Harris Co. MUD 208,Harris Co. MUD No. 208 WRF,5820 Hwy 6 North Suite 215,Houston,TX,2010,29.86,-95.65,Municipal and Public Areas
City of Houston,North Belt WWTP,14506 Smith Road,Humble,TX,2010,29.93,-95.29,Commercial
City of La Porte,Little Cedar Bayou WWTP,1301 South 4Th St.,La Porte,TX,2010,29.65,-95.02,Municipal and Public Areas
City of Lago Vista,City Of Lago Vista WWTP,5206 1/2 Country Club,Lago Vista,TX,2010,30.45,-97.97,Municipal and Public Areas
Lakeway MUD,S-4 WWRP,417 Palos Verdes,Lakeway,TX,2010,30.38,-97.95,Commercial|Municipal and Public Areas|Residential
Lakeway MUD,S-5 WWRP,251 Highlands Boulevard,Lakeway,TX,2010,30.38,-97.95,Commercial|Municipal and Public Areas
City of League City,Dallas Salmon WWTP,703 N. Wisconsin,League City,TX,2010,29.52,-95.09,Municipal and Public Areas
City of Lubbock,Southeast Water Reclamation WWTF,3603 Guava Avenue,Lubbock,TX,2010,33.56,-101.8,Industrial
City of Denton,Pecan Creek WRP,Not Provided,Denton,TX,2009,33.214911,-97.13305,Commercial|Industrial|Municipal and Public Areas
City of Fort Worth,Village Creek WWTP,Not Provided,Fort Worth,TX,2009,32.772817,-97.144242,Municipal and Public Areas
City of Lewisville,Lewisville WWTP,Not Provided,Lewisville,TX,2010,33.043464,-96.993978,Municipal and Public Areas
San Antonio Water System,Medio Creek WRC,Not Provided,San Antonio,TX,2009,29.421147,-98.493425,Commercial|Industrial|Municipal and Public Areas
San Antonio Water System,Salado Creek WRC,Not Provided,San Antonio,TX,2009,29.421147,-98.493425,Commercial|Industrial|Municipal and Public Areas
City of Odessa,Bob Derrington WRP,9600 So. County Rd 1325,Odessa,TX,2010,31.83,-102.27,Municipal and Public Areas|Residential
North Texas MWD,Rowlett Creek WWTP,1401 Los Rios Blvd.,Plano,TX,2010,33.01,-96.65,Municipal and Public Areas
Nueces Co. WCID 4,Nueces Co. WCID 4,315 S 9Th Street,Port Aransas,TX,2010,27.83,-97.06,Municipal and Public Areas
North Texas MWD,Buffalo Creek WWTP,4920 Horizon Rd.,Rockwall,TX,2010,32.88,-96.46,Municipal and Public Areas
City of San Marcos,City of San Marcos WWTP,720 River Road,San Marcos,TX,2010,29.87,-97.93,Industrial
City of Seguin,Walnut Branch WWTP,101 East Klein,Seguin,TX,2010,29.53,-97.94,Industrial
City of Garland,Garland Duck Creek WWTP,750 Duck Creek Way,Sunnyvale,TX,2010,32.8,-96.52,Industrial
